cncode,yr,deflator,weight,age,hhsize,male,married,literate,yedu,urban,labor,haccount,hloan_rec,own_house,yhtot,d_labor1,d_labor2,d_labor3,d_age1,d_age2,d_age3,d_age4,yhtot_usd
ARM,1996,0.00238141,1,46,4,1,1,1,,1,1,0,0,1,656155.5,1,0,0,0,0,1,0,1562.574951
ARM,1996,0.00238141,1,40,4,1,1,1,,1,3,0,0,1,0,0,0,1,0,0,1,0,0
ARM,1996,0.00238141,1,81,5,0,0,1,,1,3,0,0,1,110400,0,0,1,0,0,0,1,262.9076233
ARM,1996,0.00238141,1,36,4,1,1,1,,0,1,1,0,1,1375050,1,0,0,0,1,0,0,3274.557129
ARM,1996,0.00238141,1,60,5,0,0,1,,1,3,0,1,1,456000,0,0,1,0,0,0,1,1085.922729
ARM,1996,0.00238141,1,39,5,1,1,1,,0,2,0,0,1,0,0,1,0,0,1,0,0,0
ARM,1996,0.00238141,1,30,6,1,1,1,,1,1,0,0,1,826500,1,0,0,0,1,0,0,1968.234985
ARM,1996,0.00238141,1,75,2,1,1,1,,0,3,1,0,1,190080,0,0,1,0,0,0,1,452.6583252
ARM,1996,0.00238141,1,32,6,0,1,1,,0,1,0,0,1,317400,1,0,0,0,1,0,0,755.859375
ARM,1996,0.00238141,1,30,4,1,1,1,,1,2,1,0,1,263200,0,1,0,0,1,0,0,626.7869873
ARM,1996,0.00238141,1,40,3,0,0,1,,1,1,0,0,1,0,1,0,0,0,0,1,0,0
ARM,1996,0.00238141,1,36,5,0,1,1,,1,1,1,0,1,93600,1,0,0,0,1,0,0,222.8999329
ARM,1996,0.00238141,1,24,1,0,0,1,,1,2,0,0,1,927270,0,1,0,0,1,0,0,2208.209717
ARM,1996,0.00238141,1,69,1,0,0,1,,1,3,1,0,1,250800,0,0,1,0,0,0,1,597.2575073
ARM,1996,0.00238141,1,55,8,1,1,1,,1,1,0,0,1,645945,1,0,0,0,0,1,0,1538.259521
ARM,1996,0.00238141,1,42,4,1,1,1,,1,1,0,0,1,276000,1,0,0,0,0,1,0,657.269043
ARM,1996,0.00238141,1,40,7,1,1,1,,1,1,0,0,0,284359.9375,1,0,0,0,0,1,0,677.1774902
ARM,1996,0.00238141,1,24,3,1,0,1,,0,1,0,0,1,624000,1,0,0,0,1,0,0,1485.999512
ARM,1996,0.00238141,1,48,3,0,0,1,,1,1,0,0,1,489708,1,0,0,0,0,1,0,1166.195313
ARM,1996,0.00238141,1,30,5,1,0,1,,1,1,0,0,1,1365960,1,0,0,0,1,0,0,3252.910156
ARM,1996,0.00238141,1,37,4,0,1,1,,1,3,0,0,1,87030,0,0,1,0,1,0,0,207.2540741
ARM,1996,0.00238141,1,74,2,1,0,1,,0,3,0,0,1,60000,0,0,1,0,0,0,1,142.8845673
ARM,1996,0.00238141,1,53,4,1,1,1,,0,1,0,0,1,1630800,1,0,0,0,0,1,0,3883.602539
ARM,1996,0.00238141,1,18,3,1,0,1,,1,3,0,0,1,103906.8047,0,0,1,1,0,0,0,247.4446564
ARM,1996,0.00238141,1,71,5,0,0,1,,0,3,0,0,1,320400,0,0,1,0,0,0,1,763.0036011
ARM,1996,0.00238141,1,36,5,1,1,1,,0,1,1,0,1,2034000,1,0,0,0,1,0,0,4843.787109
ARM,1996,0.00238141,1,56,4,0,0,1,,1,3,0,0,0,27600,0,0,1,0,0,1,0,65.72690582
ARM,1996,0.00238141,1,60,6,1,1,1,,1,1,0,0,0,190440,1,0,0,0,0,0,1,453.515625
ARM,1996,0.00238141,1,41,5,1,1,1,,0,3,0,0,1,0,0,0,1,0,0,1,0,0
ARM,1996,0.00238141,1,47,2,0,0,1,,0,2,0,0,1,429000,0,1,0,0,0,1,0,1021.624695
ARM,1996,0.00238141,1,40,1,1,0,1,,0,1,0,0,0,1122180,1,0,0,0,0,1,0,2672.370117
ARM,1996,0.00238141,1,35,3,0,0,1,,1,1,0,0,1,68465.39844,1,0,0,0,1,0,0,163.0441589
ARM,1996,0.00238141,1,30,8,1,0,1,,0,1,0,0,1,2012796,1,0,0,0,1,0,0,4793.291504
ARM,1996,0.00238141,1,44,5,1,1,1,,1,1,0,0,1,641712,1,0,0,0,0,1,0,1528.179077
ARM,1996,0.00238141,1,42,1,0,0,1,,0,2,0,0,1,0,0,1,0,0,0,1,0,0
ARM,1996,0.00238141,1,48,1,1,0,1,,1,3,0,0,1,52000,0,0,1,0,0,1,0,123.8332977
ARM,1996,0.00238141,1,54,3,0,0,1,,1,1,0,0,1,201600,1,0,0,0,0,1,0,480.0921631
ARM,1996,0.00238141,1,49,6,0,0,1,,1,1,0,0,1,293640,1,0,0,0,0,1,0,699.2770996
ARM,1996,0.00238141,1,69,2,0,0,1,,1,3,0,0,1,1094760,0,0,1,0,0,0,1,2607.071777
ARM,1996,0.00238141,1,53,2,0,1,1,,1,3,0,0,1,70200,0,0,1,0,0,1,0,167.174942
ARM,1996,0.00238141,1,26,3,1,1,1,,1,1,0,0,1,752477.625,1,0,0,0,1,0,0,1791.957397
ARM,1996,0.00238141,1,46,4,1,1,1,,1,1,0,1,1,288000,1,0,0,0,0,1,0,685.8459473
ARM,1996,0.00238141,1,37,3,0,0,1,,1,1,0,0,1,3000,1,0,0,0,1,0,0,7.144228458
ARM,1996,0.00238141,1,63,6,1,1,1,,0,3,0,0,1,631200,0,0,1,0,0,0,1,1503.14563
ARM,1996,0.00238141,1,59,5,0,1,1,,1,3,1,0,1,50400,0,0,1,0,0,1,0,120.0230408
ARM,1996,0.00238141,1,36,5,0,1,1,,1,1,0,0,1,312000,1,0,0,0,1,0,0,742.9997559
ARM,1996,0.00238141,1,58,3,0,0,1,,1,3,0,0,1,24000,0,0,1,0,0,1,0,57.15382767
ARM,1996,0.00238141,1,45,5,1,1,1,,1,1,0,0,1,428538,1,0,0,0,0,1,0,1020.524475
ARM,1996,0.00238141,1,45,2,1,0,1,,1,2,0,0,1,587452.5,0,1,0,0,0,1,0,1398.964966
ARM,1996,0.00238141,1,69,1,0,0,1,,1,3,0,0,1,88818,0,0,1,0,0,0,1,211.5120239
ARM,1996,0.00238141,1,61,2,0,0,1,,1,3,0,0,1,297690,0,0,1,0,0,0,1,708.921814
ARM,1996,0.00238141,1,51,5,1,1,1,,1,1,0,0,1,411600,1,0,0,0,0,1,0,980.1881714
ARM,1996,0.00238141,1,30,11,0,1,1,,0,1,0,0,1,370800,1,0,0,0,1,0,0,883.0266724
ARM,1996,0.00238141,1,55,1,0,0,1,,1,3,0,0,1,70500,0,0,1,0,0,1,0,167.8893738
ARM,1996,0.00238141,1,70,4,0,0,1,,1,3,0,0,1,297993,0,0,1,0,0,0,1,709.6433716
ARM,1996,0.00238141,1,21,3,1,0,1,,1,1,0,0,1,420000,1,0,0,0,1,0,0,1000.192017
ARM,1996,0.00238141,1,45,2,1,1,1,,0,1,1,0,1,24000,1,0,0,0,0,1,0,57.15382767
ARM,1996,0.00238141,1,60,2,1,1,1,,1,3,1,0,1,1275480,0,0,1,0,0,0,1,3037.440186
ARM,1996,0.00238141,1,70,1,1,0,1,,0,3,0,0,1,439800,0,0,1,0,0,0,1,1047.343872
ARM,1996,0.00238141,1,58,8,1,1,1,,1,3,0,0,1,195600,0,0,1,0,0,1,0,465.8037109
ARM,1996,0.00238141,1,69,6,1,1,1,,1,1,0,0,1,250545,1,0,0,0,0,0,1,596.6502686
ARM,1996,0.00238141,1,65,3,1,1,1,,1,3,0,0,1,427800,0,0,1,0,0,0,1,1018.766968
ARM,1996,0.00238141,1,47,5,0,1,1,,1,1,0,0,0,220545,1,0,0,0,0,1,0,525.2079468
ARM,1996,0.00238141,1,70,3,1,1,1,,0,3,0,0,1,73200,0,0,1,0,0,0,1,174.3191833
ARM,1996,0.00238141,1,72,2,1,1,1,,0,3,0,0,1,486000,0,0,1,0,0,0,1,1157.36499
ARM,1996,0.00238141,1,31,5,1,1,1,,1,1,0,0,1,147600,1,0,0,0,1,0,0,351.4960327
ARM,1996,0.00238141,1,66,13,1,1,1,,1,3,0,0,1,115200,0,0,1,0,0,0,1,274.3383789
ARM,1996,0.00238141,1,84,4,0,1,1,,1,3,1,0,1,290400,0,0,1,0,0,0,1,691.5613403
ARM,1996,0.00238141,1,72,1,0,0,1,,1,3,0,0,1,145200,0,0,1,0,0,0,1,345.7806702
ARM,1996,0.00238141,1,72,4,1,1,1,,0,3,0,0,0,1113600,0,0,1,0,0,0,1,2651.937744
ARM,1996,0.00238141,1,2,5,0,,0,,1,3,0,0,1,14400,0,0,1,1,0,0,0,34.29229736
ARM,1996,0.00238141,1,67,10,1,1,0,,1,3,0,1,0,522180,0,0,1,0,0,0,1,1243.524414
ARM,1996,0.00238141,1,26,5,1,0,1,,1,1,0,0,1,638400,1,0,0,0,1,0,0,1520.29187
ARM,1996,0.00238141,1,41,5,1,1,1,,0,1,0,0,1,1216800,1,0,0,0,0,1,0,2897.699219
ARM,1996,0.00238141,1,66,4,1,1,1,,1,3,0,0,0,223200,0,0,1,0,0,0,1,531.5305786
ARM,1996,0.00238141,1,61,6,1,1,1,,1,1,0,0,1,368400,1,0,0,0,0,0,1,877.3112793
ARM,1996,0.00238141,1,36,5,0,1,1,,1,2,0,0,0,48126,0,1,0,0,1,0,0,114.6077118
ARM,1996,0.00238141,1,32,3,1,1,1,,1,1,0,1,1,5221800,1,0,0,0,1,0,0,12435.24414
ARM,1996,0.00238141,1,34,4,1,1,1,,0,1,0,0,1,302400,1,0,0,0,1,0,0,720.1382446
ARM,1996,0.00238141,1,61,5,1,1,1,,0,3,1,0,1,164400,0,0,1,0,0,0,1,391.5037231
ARM,1996,0.00238141,1,28,5,1,0,1,,1,1,0,0,0,1380396,1,0,0,0,1,0,0,3287.288086
ARM,1996,0.00238141,1,48,3,0,0,1,,0,3,0,0,1,1358400,0,0,1,0,0,1,0,3234.906738
ARM,1996,0.00238141,1,66,2,1,1,1,,0,3,0,0,1,614400,0,0,1,0,0,0,1,1463.138062
ARM,1996,0.00238141,1,47,3,1,0,1,,1,2,0,0,1,51000,0,1,0,0,0,1,0,121.451889
ARM,1996,0.00238141,1,40,5,1,1,1,,1,1,0,0,1,240000,1,0,0,0,0,1,0,571.538269
ARM,1996,0.00238141,1,37,8,0,1,1,,1,2,0,0,1,201600,0,1,0,0,1,0,0,480.0921631
ARM,1996,0.00238141,1,26,5,1,1,1,,0,2,0,0,1,0,0,1,0,0,1,0,0,0
ARM,1996,0.00238141,1,56,7,1,1,1,,0,1,0,0,1,1068000,1,0,0,0,0,1,0,2543.345459
ARM,1996,0.00238141,1,35,4,1,1,1,,1,2,0,0,1,591600,0,1,0,0,1,0,0,1408.841919
ARM,1996,0.00238141,1,26,4,0,1,1,,0,1,0,0,1,254400,1,0,0,0,1,0,0,605.8305664
ARM,1996,0.00238141,1,48,4,1,1,1,,0,3,0,0,1,73080,0,0,1,0,0,1,0,174.0334015
ARM,1996,0.00238141,1,33,4,1,1,1,,0,1,0,0,1,687600,1,0,0,0,1,0,0,1637.457153
ARM,1996,0.00238141,1,47,2,0,0,1,,1,1,0,0,1,342690,1,0,0,0,0,1,0,816.0852051
ARM,1996,0.00238141,1,30,1,1,0,1,,0,1,0,0,1,9624000,1,0,0,0,1,0,0,22918.68555
ARM,1996,0.00238141,1,78,1,0,0,1,,1,3,0,0,1,150000,0,0,1,0,0,0,1,357.2114258
ARM,1996,0.00238141,1,69,1,0,0,1,,1,3,0,0,1,51435.59766,0,0,1,0,0,0,1,122.4892197
ARM,1996,0.00238141,1,53,3,1,0,1,,0,1,0,0,1,522180,1,0,0,0,0,1,0,1243.524414
ARM,1996,0.00238141,1,43,4,1,1,1,,1,1,0,0,1,203700,1,0,0,0,0,1,0,485.0931091
ARM,1996,0.00238141,1,73,1,0,0,1,,0,3,0,0,1,207600,0,0,1,0,0,0,1,494.3806152
ARM,1996,0.00238141,1,30,6,0,1,1,,1,1,0,0,1,116440,1,0,0,0,1,0,0,277.2913208
ARM,1996,0.00238141,1,49,4,0,0,1,,1,3,0,0,1,417744,0,0,1,0,0,1,0,994.819519
ARM,1996,0.00238141,1,55,6,0,1,1,,1,3,0,0,0,44400,0,0,1,0,0,1,0,105.734581
ARM,1996,0.00238141,1,40,4,1,1,1,,1,1,0,0,1,196800,1,0,0,0,0,1,0,468.6614075
ARM,1996,0.00238141,1,36,6,1,1,1,,0,1,0,1,1,163200,1,0,0,0,1,0,0,388.6460266
ARM,1996,0.00238141,1,34,5,0,1,1,,0,1,0,0,1,4878000,1,0,0,0,1,0,0,11616.51563
ARM,1996,0.00238141,1,67,1,0,0,1,,1,3,0,0,1,37200,0,0,1,0,0,0,1,88.58843231
ARM,1996,0.00238141,1,42,4,0,0,1,,1,1,0,0,0,90435.60156,1,0,0,0,0,1,0,215.3641968
ARM,1996,0.00238141,1,43,7,1,1,1,,1,1,0,0,1,339480,1,0,0,0,0,1,0,808.440918
ARM,1996,0.00238141,1,56,7,1,1,1,,1,1,1,0,1,1154400,1,0,0,0,0,1,0,2749.099121
ARM,1996,0.00238141,1,57,1,0,0,1,,1,3,0,0,1,56557.5,0,0,1,0,0,1,0,134.6865692
ARM,1996,0.00238141,1,38,4,0,1,1,,1,2,0,0,0,19657.5,0,1,0,0,1,0,0,46.81255722
ARM,1996,0.00238141,1,48,1,0,0,1,,1,1,0,0,1,360000,1,0,0,0,0,1,0,857.3074341
ARM,1996,0.00238141,1,37,6,1,1,1,,1,1,0,0,1,408000,1,0,0,0,1,0,0,971.6151123
ARM,1996,0.00238141,1,24,4,0,0,1,,0,3,0,0,1,299112,0,0,1,0,1,0,0,712.3081665
ARM,1996,0.00238141,1,68,3,1,1,1,,1,3,0,0,1,373068,0,0,1,0,0,0,1,888.4276733
ARM,1996,0.00238141,1,40,5,1,1,1,,1,2,0,0,1,72315,0,1,0,0,0,1,0,172.2116241
ARM,1996,0.00238141,1,30,5,0,1,1,,0,3,0,0,0,230400,0,0,1,0,1,0,0,548.6767578
ARM,1996,0.00238141,1,38,7,1,1,1,,1,1,0,0,1,400800,1,0,0,0,1,0,0,954.4689331
ARM,1996,0.00238141,1,49,7,1,1,1,,1,1,0,0,1,120000,1,0,0,0,0,1,0,285.7691345
ARM,1996,0.00238141,1,56,1,0,0,1,,0,1,0,0,1,40800,1,0,0,0,0,1,0,97.16150665
ARM,1996,0.00238141,1,28,7,0,1,1,,1,1,0,0,1,198000,1,0,0,0,1,0,0,471.5190735
ARM,1996,0.00238141,1,34,4,1,1,1,,1,1,0,0,1,1262130,1,0,0,0,1,0,0,3005.648438
ARM,1996,0.00238141,1,76,2,1,1,1,,0,3,0,0,1,445200,0,0,1,0,0,0,1,1060.203491
ARM,1996,0.00238141,1,34,5,0,1,1,,1,1,0,0,0,614400,1,0,0,0,1,0,0,1463.138062
ARM,1996,0.00238141,1,64,6,1,1,1,,1,3,0,0,1,512400,0,0,1,0,0,0,1,1220.234253
ARM,1996,0.00238141,1,40,6,0,0,1,,0,1,0,0,1,685440,1,0,0,0,0,1,0,1632.313354
ARM,1996,0.00238141,1,44,3,0,1,1,,0,2,0,0,1,120000,0,1,0,0,0,1,0,285.7691345
ARM,1996,0.00238141,1,35,8,1,1,1,,1,1,0,0,0,746580,1,0,0,0,1,0,0,1777.91272
ARM,1996,0.00238141,1,47,2,0,0,1,,1,1,0,0,1,152436,1,0,0,0,0,1,0,363.0125427
ARM,1996,0.00238141,1,42,5,1,1,1,,1,1,0,0,1,4302712.5,1,0,0,0,0,1,0,10246.52051
ARM,1996,0.00238141,1,60,7,1,1,1,,1,1,0,0,0,86400,1,0,0,0,0,0,1,205.7537842
ARM,1996,0.00238141,1,65,7,1,1,1,,1,3,0,0,1,30000,0,0,1,0,0,0,1,71.44228363
ARM,1996,0.00238141,1,71,2,1,1,1,,0,3,0,0,1,705780,0,0,1,0,0,0,1,1680.751221
ARM,1996,0.00238141,1,26,4,1,1,1,,0,1,0,0,1,594000,1,0,0,0,1,0,0,1414.557251
ARM,1996,0.00238141,1,37,4,1,1,1,,1,1,0,0,1,257745,1,0,0,0,1,0,0,613.7963867
ARM,1996,0.00238141,1,66,2,1,1,1,,1,3,0,0,1,72900,0,0,1,0,0,0,1,173.6047516
ARM,1996,0.00238141,1,52,3,0,1,1,,1,1,0,0,1,168000,1,0,0,0,0,1,0,400.0768127
ARM,1996,0.00238141,1,37,2,0,0,1,,1,3,0,0,1,444000,0,0,1,0,1,0,0,1057.345825
ARM,1996,0.00238141,1,64,2,1,1,1,,0,3,0,0,1,88800,0,0,1,0,0,0,1,211.469162
ARM,1996,0.00238141,1,41,5,1,1,1,,0,1,0,0,1,388800,1,0,0,0,0,1,0,925.8920288
ARM,1996,0.00238141,1,46,6,1,1,1,,0,1,0,0,1,276000,1,0,0,0,0,1,0,657.269043
ARM,1996,0.00238141,1,61,6,0,0,1,,1,3,0,0,1,291090,0,0,1,0,0,0,1,693.2044678
ARM,1996,0.00238141,1,38,7,1,1,1,,0,1,0,0,1,6388860,1,0,0,0,1,0,0,15214.49219
ARM,1996,0.00238141,1,71,2,1,1,1,,1,3,0,0,1,104400,0,0,1,0,0,0,1,248.6191559
ARM,1996,0.00238141,1,44,3,1,1,1,,1,1,0,0,0,120000,1,0,0,0,0,1,0,285.7691345
ARM,1996,0.00238141,1,58,2,1,1,1,,1,1,0,0,1,84600,1,0,0,0,0,1,0,201.4672394
ARM,1996,0.00238141,1,65,2,1,1,1,,1,3,0,0,1,261090,0,0,1,0,0,0,1,621.762207
ARM,1996,0.00238141,1,65,3,0,1,1,,0,3,0,0,1,60000,0,0,1,0,0,0,1,142.8845673
ARM,1996,0.00238141,1,32,4,0,0,1,,1,2,0,0,1,175200,0,1,0,0,1,0,0,417.2229614
ARM,1996,0.00238141,1,70,6,1,1,1,,1,3,1,0,1,113437.5,0,0,1,0,0,0,1,270.1411438
ARM,1996,0.00238141,1,21,1,0,0,1,,0,1,0,1,0,128400,1,0,0,0,1,0,0,305.7729797
ARM,1996,0.00238141,1,43,7,0,0,1,,1,1,1,0,1,548280,1,0,0,0,0,1,0,1305.679199
ARM,1996,0.00238141,1,34,4,0,1,1,,1,1,0,0,0,192000,1,0,0,0,1,0,0,457.2306213
ARM,1996,0.00238141,1,50,4,1,1,1,,0,3,0,0,1,102000,0,0,1,0,0,1,0,242.9037781
ARM,1996,0.00238141,1,58,4,0,0,1,,1,3,0,0,1,237939,0,0,1,0,0,1,0,566.630188
ARM,1996,0.00238141,1,36,4,1,1,1,,1,3,0,1,1,463635,0,0,1,0,1,0,0,1104.104858
ARM,1996,0.00238141,1,43,1,0,0,1,,1,3,0,0,1,36000,0,0,1,0,0,1,0,85.73074341
ARM,1996,0.00238141,1,49,4,0,1,1,,1,1,0,0,1,297030,1,0,0,0,0,1,0,707.3500977
ARM,1996,0.00238141,1,45,6,0,1,1,,0,1,0,0,1,145200,1,0,0,0,0,1,0,345.7806702
ARM,1996,0.00238141,1,65,2,1,1,1,,0,3,0,0,1,166500,0,0,1,0,0,0,1,396.5046997
ARM,1996,0.00238141,1,67,1,0,0,1,,1,3,0,0,1,278400,0,0,1,0,0,0,1,662.984436
ARM,1996,0.00238141,1,43,4,0,0,1,,1,1,0,0,1,412800,1,0,0,0,0,1,0,983.0458374
ARM,1996,0.00238141,1,50,5,1,1,1,,1,1,0,0,1,387600,1,0,0,0,0,1,0,923.0343018
ARM,1996,0.00238141,1,37,3,1,1,1,,1,1,0,0,1,186460.5,1,0,0,0,1,0,0,444.0388184
ARM,1996,0.00238141,1,82,7,0,0,1,,0,3,0,0,1,191400,0,0,1,0,0,0,1,455.8017883
ARM,1996,0.00238141,1,60,1,0,0,1,,1,3,0,0,1,38100,0,0,1,0,0,0,1,90.73170471
ARM,1996,0.00238141,1,38,1,0,1,1,,1,3,0,0,1,1531728,0,0,1,0,1,0,0,3647.671631
ARM,1996,0.00238141,1,28,8,0,1,1,,0,3,0,0,1,160800,0,0,1,0,1,0,0,382.9306641
ARM,1996,0.00238141,1,26,4,0,0,1,,0,1,1,0,1,104400,1,0,0,0,1,0,0,248.6191559
ARM,1996,0.00238141,1,70,1,0,0,1,,0,3,0,0,1,37200,0,0,1,0,0,0,1,88.58843231
ARM,1996,0.00238141,1,24,2,1,1,1,,1,1,0,0,1,106800,1,0,0,0,1,0,0,254.3345337
ARM,1996,0.00238141,1,56,2,1,1,1,,1,1,1,0,1,162000,1,0,0,0,0,1,0,385.7883301
ARM,1996,0.00238141,1,56,5,1,1,0,,1,3,0,0,0,0,0,0,1,0,0,1,0,0
ARM,1996,0.00238141,1,46,4,0,1,1,,0,3,0,0,1,57720,0,0,1,0,0,1,0,137.4549561
ARM,1996,0.00238141,1,75,6,0,0,1,,1,3,0,0,0,620400,0,0,1,0,0,0,1,1477.426514
ARM,1996,0.00238141,1,38,2,0,0,1,,1,2,0,0,0,264336,0,1,0,0,1,0,0,629.4922485
ARM,1996,0.00238141,1,25,8,1,0,1,,1,1,0,0,1,504800,1,0,0,0,1,0,0,1202.135498
ARM,1996,0.00238141,1,47,1,1,1,1,,0,1,0,0,0,102000,1,0,0,0,0,1,0,242.9037781
ARM,1996,0.00238141,1,67,7,1,1,1,,0,3,1,0,1,72000,0,0,1,0,0,0,1,171.4614868
ARM,1996,0.00238141,1,60,7,1,1,1,,0,1,0,0,1,1537200,1,0,0,0,0,0,1,3660.702637
ARM,1996,0.00238141,1,54,1,0,0,1,,0,1,0,0,1,184800,1,0,0,0,0,1,0,440.0844727
ARM,1996,0.00238141,1,32,5,1,1,1,,1,1,0,0,1,560715,1,0,0,0,1,0,0,1335.291992
ARM,1996,0.00238141,1,65,1,0,0,1,,0,3,0,0,0,143400,0,0,1,0,0,0,1,341.4941101
ARM,1996,0.00238141,1,32,4,1,1,1,,1,3,0,0,1,522180,0,0,1,0,1,0,0,1243.524414
ARM,1996,0.00238141,1,67,2,1,1,1,,1,3,0,0,0,108000,0,0,1,0,0,0,1,257.1922302
ARM,1996,0.00238141,1,30,1,1,0,1,,0,1,0,0,0,204000,1,0,0,0,1,0,0,485.8075562
ARM,1996,0.00238141,1,32,8,1,1,1,,1,1,0,0,1,432000,1,0,0,0,1,0,0,1028.768921
ARM,1996,0.00238141,1,37,3,1,1,1,,1,2,0,0,1,21757.5,0,1,0,0,1,0,0,51.81351852
ARM,1996,0.00238141,1,26,3,1,0,1,,1,1,0,0,1,1602540,1,0,0,0,1,0,0,3816.303955
ARM,1996,0.00238141,1,20,4,1,1,1,,1,1,0,0,1,137733,1,0,0,0,1,0,0,327.9986877
ARM,1996,0.00238141,1,54,3,1,1,1,,0,1,0,0,1,105600,1,0,0,0,0,1,0,251.4768524
ARM,1996,0.00238141,1,20,5,0,1,1,,0,3,0,0,1,374400,0,0,1,0,1,0,0,891.5997314
ARM,1996,0.00238141,1,32,4,1,1,1,,1,1,0,0,1,774180,1,0,0,0,1,0,0,1843.639648
ARM,1996,0.00238141,1,37,4,1,1,0,,1,3,0,0,1,977160,0,0,1,0,1,0,0,2327.018066
ARM,1996,0.00238141,1,36,3,1,1,1,,1,1,0,0,1,196800,1,0,0,0,1,0,0,468.6614075
ARM,1996,0.00238141,1,37,6,0,0,1,,0,3,0,0,1,118800,0,0,1,0,1,0,0,282.911438
ARM,1996,0.00238141,1,18,2,0,0,1,,1,3,0,0,1,126000,0,0,1,1,0,0,0,300.0575867
ARM,1996,0.00238141,1,65,1,0,0,1,,0,3,0,0,1,2539830,0,0,1,0,0,0,1,6048.375488
ARM,1996,0.00238141,1,72,1,0,0,1,,0,3,0,0,1,54000,0,0,1,0,0,0,1,128.5961151
ARM,1996,0.00238141,1,38,5,1,1,1,,0,1,1,0,1,115320,1,0,0,0,1,0,0,274.6241455
ARM,1996,0.00238141,1,22,5,0,0,1,,1,1,0,0,1,308760,1,0,0,0,1,0,0,735.2839966
ARM,1996,0.00238141,1,40,4,1,1,1,,1,1,0,0,1,218160,1,0,0,0,0,1,0,519.5283203
ARM,1996,0.00238141,1,18,4,0,0,1,,0,1,0,0,1,574665,1,0,0,1,0,0,0,1368.512695
ARM,1996,0.00238141,1,33,4,0,1,1,,1,1,1,0,1,0,1,0,0,0,1,0,0,0
ARM,1996,0.00238141,1,69,1,0,0,1,,1,3,0,0,1,41000,0,0,1,0,0,0,1,97.63778687
ARM,1996,0.00238141,1,59,3,1,1,1,,0,3,0,0,1,175860,0,0,1,0,0,1,0,418.7946777
ARM,1996,0.00238141,1,28,3,1,1,1,,0,1,0,0,1,280800,1,0,0,0,1,0,0,668.6997681
ARM,1996,0.00238141,1,39,3,0,1,1,,1,1,0,0,1,351600,1,0,0,0,1,0,0,837.3035889
ARM,1996,0.00238141,1,28,5,1,1,1,,1,1,0,0,1,547200,1,0,0,0,1,0,0,1303.1073
ARM,1996,0.00238141,1,61,4,0,0,1,,0,3,0,0,1,0,0,0,1,0,0,0,1,0
ARM,1996,0.00238141,1,55,8,1,1,1,,1,1,0,0,0,112800,1,0,0,0,0,1,0,268.6229858
ARM,1996,0.00238141,1,28,4,0,1,1,,1,1,0,0,1,228000,1,0,0,0,1,0,0,542.9613647
ARM,1996,0.00238141,1,66,2,1,1,1,,0,3,0,0,1,369600,0,0,1,0,0,0,1,880.1689453
ARM,1996,0.00238141,1,37,4,1,1,1,,1,1,0,0,1,72000,1,0,0,0,1,0,0,171.4614868
ARM,1996,0.00238141,1,56,4,1,1,1,,1,3,0,0,1,43200,0,0,1,0,0,1,0,102.8768921
ARM,1996,0.00238141,1,41,5,1,1,1,,1,1,0,0,1,381600,1,0,0,0,0,1,0,908.7458496
ARM,1996,0.00238141,1,28,3,1,1,1,,1,1,0,0,0,386400,1,0,0,0,1,0,0,920.1766357
ARM,1996,0.00238141,1,37,5,0,1,1,,0,1,1,1,1,9316440,1,0,0,0,1,0,0,22186.25977
ARM,1996,0.00238141,1,58,4,1,1,1,,1,1,0,0,1,1154400,1,0,0,0,0,1,0,2749.099121
ARM,1996,0.00238141,1,40,4,1,1,1,,1,2,0,0,0,457575,0,1,0,0,0,1,0,1089.673462
ARM,1996,0.00238141,1,36,6,1,1,1,,1,1,0,0,1,296400,1,0,0,0,1,0,0,705.8497925
ARM,1996,0.00238141,1,39,2,0,0,1,,1,1,0,1,1,1947120,1,0,0,0,1,0,0,4636.890137
ARM,1996,0.00238141,1,59,5,1,1,1,,1,3,0,0,1,54000,0,0,1,0,0,1,0,128.5961151
ARM,1996,0.00238141,1,68,1,0,0,1,,1,3,0,0,1,50400,0,0,1,0,0,0,1,120.0230408
ARM,1996,0.00238141,1,65,7,1,1,1,,1,1,0,0,1,135600,1,0,0,0,0,0,1,322.9191284
ARM,1996,0.00238141,1,65,4,0,0,1,,0,3,0,0,1,116400,0,0,1,0,0,0,1,277.1960754
ARM,1996,0.00238141,1,57,5,0,1,1,,1,3,0,0,1,57757.5,0,0,1,0,0,1,0,137.5442657
ARM,1996,0.00238141,1,33,5,1,1,1,,0,2,0,0,1,146400,0,1,0,0,1,0,0,348.6383667
ARM,1996,0.00238141,1,82,2,1,1,1,,0,3,0,0,1,270000,0,0,1,0,0,0,1,642.9805908
ARM,1996,0.00238141,1,64,6,1,1,1,,0,3,0,0,1,276000,0,0,1,0,0,0,1,657.269043
ARM,1996,0.00238141,1,62,2,0,0,1,,1,3,0,0,1,118803,0,0,1,0,0,0,1,282.9186096
ARM,1996,0.00238141,1,36,4,0,0,1,,1,1,0,0,1,180000,1,0,0,0,1,0,0,428.653717
ARM,1996,0.00238141,1,70,4,1,1,1,,1,3,0,0,1,141991.5,0,0,1,0,0,0,1,338.1399231
ARM,1996,0.00238141,1,66,10,0,0,1,,1,3,0,0,1,399600,0,0,1,0,0,0,1,951.6112671
ARM,1996,0.00238141,1,49,4,1,1,1,,1,1,0,0,1,559890,1,0,0,0,0,1,0,1333.327393
